,Compound Key,Smiles,SMILES,doi,Document ChEMBL ID,WT,L858R,L858R/T790M,L858R/T790M/C797S
381,21b,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(OC)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(OC)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.02.029,CHEMBL4219100,0,1,1,-1
382,21p,C=CC(=O)Nc1cc(Nc2ncc3ncn(C4CCCC4)c3n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2ncc3ncn(C4CCCC4)c3n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.02.029,CHEMBL4219100,0,1,1,-1
383,21a,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccccc4)c3n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccccc4)c3n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.02.029,CHEMBL4219100,1,1,1,-1
384,21l,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccccc4Br)c3n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccccc4Br)c3n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.02.029,CHEMBL4219100,0,-1,0,0
385,21k,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccccc4Cl)c3n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccccc4Cl)c3n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.02.029,CHEMBL4219100,0,-1,0,0
386,21j,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccccc4F)c3n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccccc4F)c3n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.02.029,CHEMBL4219100,0,0,0,0
387,27,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1021/jm500973a,CHEMBL3351341,1,1,1,-1
388,59,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,10.1021/jm400822z,CHEMBL2424560,0,1,1,-1
389,6,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],10.1016/j.bmc.2017.06.004,CHEMBL4043110,1,1,1,-1
390,4,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2017.06.004,CHEMBL4043110,1,1,1,-1
391,5,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],10.1016/j.bmc.2017.06.004,CHEMBL4043110,1,1,1,-1
392,3,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2017.06.004,CHEMBL4043110,1,1,1,-1
393,2,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],10.1016/j.bmc.2017.06.004,CHEMBL4043110,1,1,1,-1
394,4d,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[S+](C)[O-],C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[S+](C)[O-],10.1016/j.ejmech.2019.111709,CHEMBL4376823,0,1,1,-1
395,4b,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCCl,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCCl,10.1016/j.ejmech.2019.111709,CHEMBL4376823,0,1,1,-1
396,osimertinib,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,,3,1,1,1,0
397,CP10,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)CC(=O)NCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)CC(=O)NCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,10.1021/acs.jmedchem.1c01827,CHEMBL5154782,-1,0,0,0
398,4a,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCO,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCO,10.1016/j.ejmech.2019.111709,CHEMBL4376823,0,1,1,-1
399,4c,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCSC,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCSC,10.1016/j.ejmech.2019.111709,CHEMBL4376823,0,1,1,-1
400,CP6,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)CCN(C)C,10.1021/acs.jmedchem.1c01827,CHEMBL5154782,0,1,1,-1
401,CP8,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CCCCCCC(=O)NCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CCCCCCC(=O)NCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)CCN(C)C,10.1021/acs.jmedchem.1c01827,CHEMBL5154782,1,1,1,-1
402,CP7,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CCCCCCC(=O)NCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CCCCCCC(=O)NCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)CCN(C)C,10.1021/acs.jmedchem.1c01827,CHEMBL5154782,1,1,1,-1
403,4f,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CC[S+]([O-])CC1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CC[S+]([O-])CC1,10.1016/j.ejmech.2019.111709,CHEMBL4376823,1,1,1,-1
404,4g,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCS(=O)(=O)CC1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCS(=O)(=O)CC1,10.1016/j.ejmech.2019.111709,CHEMBL4376823,1,1,1,-1
405,4e,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCSCC1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCSCC1,10.1016/j.ejmech.2019.111709,CHEMBL4376823,1,1,1,-1
406,CP9,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1NCCN(C)CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1NCCN(C)CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,10.1021/acs.jmedchem.1c01827,CHEMBL5154782,1,1,1,-1
407,4j,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1S(=O)(=O)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1S(=O)(=O)CCN(C)C,10.1016/j.ejmech.2019.111709,CHEMBL4376823,0,1,1,-1
408,(-)-4i,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1S(=O)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1S(=O)CCN(C)C,10.1016/j.ejmech.2019.111709,CHEMBL4376823,1,1,1,-1
409,4h,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1SCCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1SCCN(C)C,10.1016/j.ejmech.2019.111709,CHEMBL4376823,1,1,1,-1
410,Firmonertinib,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C,,,1,1,1,0
411,9,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c2c(cnn2CCN(C)C)c1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c2c(cnn2CCN(C)C)c1,,31,-1,-1,-1,0
412,1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,,31,-1,1,1,1
413,8l,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C,10.1016/j.ejmech.2020.113019,CHEMBL4706659,1,1,1,-1
414,8d,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CC[S+](C)[O-],C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CC[S+](C)[O-],10.1016/j.ejmech.2020.113019,CHEMBL4706659,0,1,1,-1
415,Almonertinib,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,,,1,1,1,0
416,8a,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCO,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCO,10.1016/j.ejmech.2020.113019,CHEMBL4706659,0,1,1,-1
417,8c,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCSC,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCSC,10.1016/j.ejmech.2020.113019,CHEMBL4706659,0,0,0,0
418,8h,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N1CCSCC1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N1CCSCC1,10.1016/j.ejmech.2020.113019,CHEMBL4706659,0,1,1,-1
419,8j,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCC[S+](C)[O-],C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCC[S+](C)[O-],10.1016/j.ejmech.2020.113019,CHEMBL4706659,0,1,1,-1
420,8k,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCCC[S+](C)[O-],C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCCC[S+](C)[O-],10.1016/j.ejmech.2020.113019,CHEMBL4706659,0,1,1,-1
421,8g,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCCCSC,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCCCSC,10.1016/j.ejmech.2020.113019,CHEMBL4706659,0,0,0,0
422,8e,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCCN(C)C,10.1016/j.ejmech.2020.113019,CHEMBL4706659,1,1,1,-1
423,8f,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCCSC,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1OCCSC,10.1016/j.ejmech.2020.113019,CHEMBL4706659,0,1,1,-1
424,8i,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1SCCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1SCCN(C)C,10.1016/j.ejmech.2020.113019,CHEMBL4706659,1,1,1,-1
425,12g,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F,10.1016/j.bmcl.2020.127327,CHEMBL4622942,1,1,1,0
426,13,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,,31,-1,1,1,1
427,27,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(CC)CC)c12,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(CC)CC)c12,,31,-1,1,1,1
428,30,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CCNC(=O)C1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CCNC(=O)C1,10.1016/j.ejmech.2017.04.036,CHEMBL4052618,0,1,0,0
429,57,C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,10.1021/jm400822z,CHEMBL2424560,0,1,1,-1
430,Lazertinib ,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,10.1016/j.ejmech.2019.111966,CHEMBL4706488,1,1,1,0
431,7,C=CC(=O)Nc1cc(Nc2nccc(-n3ncc4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-n3ncc4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.ejmech.2017.04.036,CHEMBL4052618,0,0,0,0
432,9m,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,0,0,0
433,9n,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,0,0,0
434,9l,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N1CCN(C)CC1,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,0,0,0
435,9k,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N(C)C,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N(C)C,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,0,0,0
436,9i,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,0,0,0
437,9j,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,-1,0,0
438,9h,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCN(C)CC1,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,-1,0,0
439,9f,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,-1,0,0
440,9g,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,0,0,0
441,9e,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCN(C)CC1,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,0,0,0
442,9o,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,-1,0,0
443,9d,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)C,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)C,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,0,0,0
444,9b,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,-1,0,0
445,9c,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,0,0,0
446,9a,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCN(C)CC1,10.1016/j.bmc.2018.11.009,CHEMBL4382243,0,-1,0,0
447,8a,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,1,1,1,-1
448,8c,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N1CCC(N(C)C)CC1,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N1CCC(N(C)C)CC1,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,0,1,1,-1
449,8d,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N1CCN(C)CC1,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,0,0,0,0
450,8e,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N1CCOCC1,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N1CCOCC1,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,0,0,0,0
451,8b,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1OCCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1OCCN(C)C,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,1,1,1,-1
452,8m,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ncn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ncn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,1,1,1,-1
453,8f,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,1,1,1,-1
454,8g,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N1CCN(C)CC1,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,0,1,1,-1
455,8h,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N1CCOCC1,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N1CCOCC1,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,0,0,0,0
456,8i,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N(C)CCN(C)C,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,1,1,1,-1
457,8j,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCC(N(C)C)CC1,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCC(N(C)C)CC1,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,0,1,1,-1
458,8k,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCN(C)CC1,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCN(C)CC1,10.1016/j.ejmech.2018.04.052,CHEMBL4152247,0,1,1,-1
